WPI Id,Card Name,Quantity,Set,Condition,Foil,Language,SKU,Product Id,Mana Cost,CMC,Main Type,Sub Types,Is Legendary,Oracle Text,Legalities,Reserved List,Keywords,Rarity,Optionals,List of SKUs,Price
374,Lure of Prey,2,MIR,MP,n,EN,336416,5131,{2}{G}{G},4,['Instant'],,FALSE,"Cast this spell only if an opponent cast a creature spell this turn.
You may put a green creature card from your hand onto the battlefield.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['12815', '367932', '336416']",2.71
375,Magnify,1,UDS,SP,y,EN,848877,6201,{G},1,['Instant'],,FALSE,All creatures get +1/+1 until end of turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['43501', '848877']",1.96
376,Manabond,3,EXO,SP,n,EN,367188,4345,{G},1,['Enchantment'],,FALSE,"At the beginning of your end step, you may reveal your hand and put all land cards from it onto the battlefield. If you do, discard your hand.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['18242', '367188']",19.79
377,"Mirri, Cat Warrior",2,EXO,SP,n,EN,367197,4354,{1}{G}{G},3,['Creature'],Legendary  — Cat Warrior,TRUE,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,"['Landwalk', 'Vigilance', 'First strike', 'Forestwalk']",rare,"{'power': '2', 'toughness': '3'}","['18251', '367197']",1.80
378,"Mirri, Cat Warrior",1,EXO,MP,n,EN,335681,4354,{1}{G}{G},3,['Creature'],Legendary  — Cat Warrior,TRUE,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,"['Landwalk', 'Vigilance', 'First strike', 'Forestwalk']",rare,"{'power': '2', 'toughness': '3'}","['18251', '367197', '335681']",1.80
379,Mirri's Guile,1,TMP,SP,n,EN,368418,5632,{G},1,['Enchantment'],,FALSE,"At the beginning of your upkeep, you may look at the top three cards of your library, then put them back in any order.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19137', '368418']",28.68
380,Mirrorwood Treefolk,1,PLS,SP,y,EN,843925,7832,{3}{G},4,['Creature'], — Treefolk,FALSE,"{2}{R}{W}: The next time damage would be dealt to Mirrorwood Treefolk this turn, that damage is dealt to any target instead.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,"{'power': '2', 'toughness': '4'}","['45081', '843925']",2.19
381,"Multani, Maro-Sorcerer",3,ULG,SP,n,EN,369123,6346,{4}{G}{G},6,['Creature'],Legendary  — Elemental,TRUE,"Shroud (This creature can't be the target of spells or abilities.)
Multani, Maro-Sorcerer's power and toughness are each equal to the total number of cards in all players' hands.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Shroud'],rare,"{'power': '*', 'toughness': '*'}","['19842', '369123']",3.78
382,Multani's Harmony,1,PLS,SP,y,EN,843929,7836,{G},1,['Enchantment'], — Aura,FALSE,"Enchant creature
Enchanted creature has ""{T}: Add one mana of any color.""","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Enchant'],uncommon,{},"['45085', '843929']",0.98
383,Nature's Lore,1,ICE,MP,n,EN,336113,4818,{1}{G},2,['Sorcery'],,FALSE,"Search your library for a Forest card, put that card onto the battlefield, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['18683', '367629', '336113']",2.56
384,Nature's Lore,11,5ED,SP,n,EN,365346,2288,{1}{G},2,['Sorcery'],,FALSE,"Search your library for a Forest card, put that card onto the battlefield, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['16400', '365346']",3.12
385,Nature's Wrath,1,ALL,SP,n,EN,367068,4201,{4}{G}{G},6,['Enchantment'],,FALSE,"At the beginning of your upkeep, sacrifice Nature's Wrath unless you pay {G}.
Whenever a player puts an Island or blue permanent onto the battlefield, that player sacrifices an Island or blue permanent.
Whenever a player puts a Swamp or black permanent onto the battlefield, that player sacrifices a Swamp or black permanent.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,[],rare,{},"['18122', '367068']",1.95
386,"Nemata, Grove Guardian",2,PLS,SP,n,EN,370564,7838,{4}{G}{G},6,['Creature'],Legendary  — Treefolk,TRUE,"{2}{G}: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Saproling creatures get +1/+1 until end of turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,"{'power': '4', 'toughness': '5'}","['21283', '370564']",2.66
387,Pattern of Rebirth,2,UDS,SP,n,EN,368994,6217,{3}{G},4,['Enchantment'], — Aura,FALSE,"Enchant creature
When enchanted creature dies, that creature's controller may search their library for a creature card, put that card onto the battlefield, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Enchant'],rare,{},"['19713', '368994']",5.71
388,Plated Spider,1,UDS,MP,y,EN,808975,6221,{4}{G},5,['Creature'], — Spider,FALSE,Reach (This creature can block creatures with flying.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Reach'],common,"{'power': '4', 'toughness': '4'}","['43521', '848897', '808975']",1.90
389,Priest of Titania,1,USG,SP,n,EN,369740,6990,{1}{G},2,['Creature'], — Elf Druid,FALSE,{T}: Add {G} for each Elf on the battlefield.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '1', 'toughness': '1'}","['20459', '369740']",5.39
390,Primal Rage,7,STH,SP,n,EN,368179,5387,{1}{G},2,['Enchantment'],,FALSE,Creatures you control have trample. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['18898', '368179']",1.52
391,Quirion Dryad,4,PLS,SP,n,EN,370582,7856,{1}{G},2,['Creature'], — Dryad,FALSE,"Whenever you cast a spell that's white, blue, black, or red, put a +1/+1 counter on Quirion Dryad.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'legal', 'alchemy': 'not_legal', 'paupercommander': 'restricted', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,"{'power': '1', 'toughness': '1'}","['21301', '370582']",0.18
392,Quirion Explorer,1,PLS,SP,y,EN,843950,7857,{1}{G},2,['Creature'], — Elf Druid Scout,FALSE,{T}: Add one mana of any color that a land an opponent controls could produce.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '1', 'toughness': '1'}","['45106', '843950']",2.25
393,Quirion Ranger,20,VIS,SP,n,EN,368683,5906,{G},1,['Creature'], — Elf Ranger,FALSE,Return a Forest you control to its owner's hand: Untap target creature. Activate only once each turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '1', 'toughness': '1'}","['19402', '368683']",0.22
394,Quirion Ranger,5,VIS,MP,n,EN,337167,5906,{G},1,['Creature'], — Elf Ranger,FALSE,Return a Forest you control to its owner's hand: Untap target creature. Activate only once each turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '1', 'toughness': '1'}","['19402', '368683', '337167']",0.22
395,Quirion Sentinel,1,INV,SP,y,EN,839104,7607,{1}{G},2,['Creature'], — Elf Druid,FALSE,"When Quirion Sentinel enters the battlefield, add one mana of any color.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '2', 'toughness': '1'}","['44863', '839104']",0.92
396,Rancor,8,ULG,SP,n,EN,369150,6373,{G},1,['Enchantment'], — Aura,FALSE,"Enchant creature
Enchanted creature gets +2/+0 and has trample.
When Rancor is put into a graveyard from the battlefield, return Rancor to its owner's hand.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,['Enchant'],common,{},"['19869', '369150']",0.68
397,Revive,1,MMQ,MP,y,EN,801394,6659,{1}{G},2,['Sorcery'],,FALSE,Return target green card from your graveyard to your hand.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['43947', '841316', '801394']",3.65
398,Root Cage,1,PCY,MP,y,EN,804906,7363,{1}{G},2,['Enchantment'],,FALSE,Mercenaries don't untap during their controllers' untap steps.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['44633', '844828', '804906']",0.51
399,Root Greevil,1,PLS,SP,y,EN,843955,7862,{3}{G},4,['Creature'], — Beast,FALSE,"{2}{G}, {T}, Sacrifice Root Greevil: Destroy all enchantments of the color of your choice.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '2', 'toughness': '3'}","['45111', '843955']",0.21
400,Root Maze,1,TMP,SP,n,EN,368473,5693,{G},1,['Enchantment'],,FALSE,Artifacts and lands enter the battlefield tapped.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19192', '368473']",7.32
401,Rowen,2,VIS,SP,n,EN,368695,5918,{2}{G}{G},4,['Enchantment'],,FALSE,"Reveal the first card you draw each turn. Whenever you reveal a basic land card this way, draw a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['19414', '368695']",0.23
402,Saproling Symbiosis,1,INV,SP,n,EN,370373,7640,{3}{G},4,['Sorcery'],,FALSE,"You may cast Saproling Symbiosis as though it had flash if you pay {2} more to cast it. (You may cast it any time you could cast an instant.)
Create a 1/1 green Saproling creature token for each creature you control.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,{},"['21092', '370373']",9.16
403,Seal of Strength,1,NEM,SP,y,EN,842503,7227,{G},1,['Enchantment'],,FALSE,Sacrifice Seal of Strength: Target creature gets +3/+3 until end of turn.,"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['44497', '842503']",2.79
404,Seshiro the Anointed,1,CHK,MP,n,EN,342272,12162,{4}{G}{G},6,['Creature'],Legendary  — Snake Monk,TRUE,"Other Snake creatures you control get +2/+2.
Whenever a Snake you control deals combat damage to a player, you may draw a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal'}",FALSE,[],rare,"{'power': '3', 'toughness': '4'}","['24221', '373788', '342272']",5.89
405,Silt Crawler,1,PCY,SP,y,EN,844836,7371,{2}{G},3,['Creature'], — Beast,FALSE,"When Silt Crawler enters the battlefield, tap all lands you control.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,"{'power': '3', 'toughness': '3'}","['44641', '844836']",0.23
406,Skyshroud Blessing,1,PLS,SP,y,EN,843969,7877,{1}{G},2,['Instant'],,FALSE,"All lands gain shroud until end of turn. (They can't be the targets of spells or abilities.)
Draw a card.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],uncommon,{},"['45125', '843969']",0.62
407,Skyshroud Claim,7,NEM,SP,n,EN,369981,7234,{3}{G},4,['Sorcery'],,FALSE,"Search your library for up to two Forest cards, put them onto the battlefield, then shuffle.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['20700', '369981']",1.71
408,Snowblind,1,ICE,SP,n,EN,367694,4885,{3}{G},4,['Enchantment'], — Aura,FALSE,"Enchant creature
Enchanted creature gets -X/-Y. If that creature is attacking, X is the number of snow lands defending player controls. Otherwise, X is the number of snow lands its controller controls. Y is equal to X or to enchanted creature's toughness minus 1, whichever is smaller.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",TRUE,['Enchant'],rare,{},"['18748', '367694']",0.68
409,Spidersilk Armor,7,MMQ,SP,n,EN,369473,6708,{2}{G},3,['Enchantment'],,FALSE,Creatures you control get +0/+1 and have reach. (They can block creatures with flying.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['20192', '369473']",0.77
410,Spidersilk Armor,1,MMQ,MP,n,EN,337957,6708,{2}{G},3,['Enchantment'],,FALSE,Creatures you control get +0/+1 and have reach. (They can block creatures with flying.),"{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],common,{},"['20192', '369473', '337957']",0.76
411,Spike Weaver,2,EXO,SP,n,EN,367257,4414,{2}{G}{G},4,['Creature'], — Spike,FALSE,"Spike Weaver enters the battlefield with three +1/+1 counters on it.
{2}, Remove a +1/+1 counter from Spike Weaver: Put a +1/+1 counter on target creature.
{1}, Remove a +1/+1 counter from Spike Weaver: Prevent all combat damage that would be dealt this turn.","{'standard': 'not_legal', 'future': 'not_legal', 'historic': 'not_legal', 'gladiator': 'not_legal', 'pioneer': 'not_legal', 'modern': 'not_legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'brawl': 'not_legal', 'historicbrawl': 'not_legal', 'alchemy': 'not_legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'legal'}",FALSE,[],rare,"{'power': '0', 'toughness': '0'}","['18311', '367257']",2.92
